525714904543	5257149045432792519079400711150478537803
owe	owest
insecurity	insecurity
owi	owing
magic	magician
668760	6687604740915420428429993541025829113502
cors	corse
bottoml	bottomless
55737090855150648002321476	5573709085515064800232147644303723246614
ailm	ailments
0598267609442032619242853170187	0598267609442032619242853170187817729602
coro	coroner
5987931636889230098793127736178	5987931636889230098793127736178215424999
463609816089576704219031	4636098160895767042190314568494296728664
aile	ailed
81392849163507484449076828386	8139284916350748444907682838668747666361
733433663847565909497282218094186840742	7334336638475659094972822180941868407423
9828160621305231306587315130769138	9828160621305231306587315130769138323171
magis	magistrate
6933653652880580156390360562722752187272	6933653652880580156390360562722752187272
56299	5629936962809358189761491017145343556659
654123	6541234460723597174777907172041523181575
3671800538456378551291718484178	3671800538456378551291718484178415947974
403279940401680013729347	4032799404016800137293477301530941805070
212884740992953704054696222654727	2128847409929537040546962226547278807248
portents	portents
52337956309441	5233795630944144669822245702636711949328
oxf	oxford
hospitably	hospitably
gracele	graceless
16105226	1610522628786944136373683125108310682898
888654	8886549500270853923617105502131147413744
bitterly	bitterly
305533840942889	3055338409428899189191611862495805600735
betoo	betook
549386540463828596742216	5493865404638285967422163182015301396297
3920561895421631	3920561895421631986004793961133953226395
3836281246291181	3836281246291181177609494118801059463366
drud	drudge
08535554058147159273220677	0853555405814715927322067756766921366408
7870937650226014929	7870937650226014929101151717763594460202
council	councils
miscarrie	miscarried
9161551477763018	9161551477763018763021360688252962744602
2960508203415938806006561845735	2960508203415938806006561845735081804032
betok	betokening
8037924778355400181174529577473	8037924778355400181174529577473397140123
58675365	5867536575448614076119311259585126557597
debatin	debating
everybody	everybody
declamatory	declamatory
72290250954	7229025095430141822571803313001481133777
workarounds	workarounds
noth	nothing
29530944291195902959685639230376899	2953094429119590295968563923037689976327
0193234337873153939403115411184101414	0193234337873153939403115411184101414292
888683	8886838700447710186677215943970851466461
oys	oysters
cephisu	cephisus
598793163688923009879312773617821542499	5987931636889230098793127736178215424999
clutching	clutching
7230760337544234687	7230760337544234687164722379550779413030
02223383490906	0222338349090667655416833690795940940457
934157	9341570570863450733443976604780386678461
377368240510902583	3773682405109025837593451700153405222661
5455628707299684	5455628707299684073829372186238317665247
7348915189650027442	7348915189650027442328981181709248273610
7015044954	7015044954964124543616562101509199978629
21999927011480717128477703012	2199992701148071712847770301254994886841
94576	9457621775034511770110458001291255925462
cost	costume
6358748473501590215522120388281168021	6358748473501590215522120388281168021413
05982676094420326192	0598267609442032619242853170187817729602
49064767791886720306418630751053	4906476779188672030641863075105351214985
09769045634157657339554958844894809	0976904563415765733955495884489480936040
wilk	wilkes
limi	limits
allowing	allowing
8081	8081265539973675916799759010867483920062
wils	wilson
177252256	1772522568261147801424289697096712196750
75722334357888635370305350083576	7572233435788863537030535008357679180120
yore	yore
3405754757017	3405754757017043670395964677159592610294
441633706657315023712684358198415410	4416337066573150237126843581984154103154
1436178914151915179765378	1436178914151915179765378482826870187500
turnkeys	turnkeys
72105648619186038587158820244	7210564861918603858715882024476138160390
03016342294301837655263108450172510307	0301634229430183765526310845017251030754
9930411890501756484917499452393770674524	9930411890501756484917499452393770674524
443241244197949	4432412441979491929162052344213463956538
779697389	7796973890514941120010934140073794061859
72690942898297106560680180	7269094289829710656068018058078436004618
8755138027101379868751299375133303843	8755138027101379868751299375133303843885
yout	youths
160046910336602415904504637333597	1600469103366024159045046373335974881199
8096	8096395500800233476761870680865268787227
960697	9606978693335973109537126499416282656463
96399165593	9639916559369593557640005236360445141148
020769539324155096762680	0207695393241550967626808876035724639139
ruggl	ruggles
76656800691499665557378664118770797	7665680069149966555737866411877079767754
fastidio	fastidious
inexplicabl	inexplicable
essentials	essentials
462283900735	4622839007354571445964141082292859222393
formless	formlessly
79065196129177773541836946	7906519612917777354183694676232982904981
357759082522	3577590825227466863206188376830450921784
riddl	riddling
9474093925840736205824284934902475688335	9474093925840736205824284934902475688335
06457225822811754838876710610731781	0645722582281175483887671061073178169281
19474	1947457023582954813657818098679440202202
68403	6840341059483417884389631799564688157919
cour	courtyard
17060715201589825299772803520002	1706071520158982529977280352000261088881
21950726933755023582156142499453823478	2195072693375502358215614249945382347811
condo	condoned
052784669279984003137878996525	0527846692799840031378789965256351268853
coun	county
baker	baker
897622655484941621714	8976226554849416217149895323834216001140
83177869477780496434399176254921650	8317786947778049643439917625492165006086
apparent	apparently
964762351635	9647623516356900944508605809120245990461
puzz	puzzling
46765145668997627989606295925119763	4676514566899762798960629592511976367290
fatim	fatima
21560367482860837865680307306265763	2156036748286083786568030730626576334697
079670	0796707076881350222305805622259429830968
4039013610	4039013610739524568624300809672046099554
06276045825	0627604582523368805525211815664175534306
7826785387215920936255817889	7826785387215920936255817889813416247486
wine	wines
1058567196636796	1058567196636796167140097031535132386972
darkenes	darkenest
521084584072443238355	5210845840724432383558606310680696492485
29224929307731939309795452	2922492930773193930979545287741245118395
airs	airships
ahead	ahead
mutineer	mutineers
5014806723297965223048849375116608497	5014806723297965223048849375116608497611
3308353623124	3308353623124887038641619436150652955126
280101006681	2801010066817878677611982596153764364182
0228772112334562	0228772112334562442102471516394125125895
congr	congress
566649990226168601967205	5666499902261686019672053749149951226823
7063173956124484137	7063173956124484137457827343763301018534
concili	conciliatory
353763114830246668754727566653	3537631148302466687547275666530598197468
4387689978702323438584381125011714013265	4387689978702323438584381125011714013265
68435559620598057278951754498694219	6843555962059805727895175449869421932697
642533666	6425336666311433321645213882557346329366
723341455005903913890253699	7233414550059039138902536993171559171798
137281416684270130960	1372814166842701309605073457865904790424
liqu	liquor
326999650886087099996489937304930717096	3269996508860870999964899373049307170967
946863533391758737446552006	9468635333917587374465520060088199752940
262928960072587601564840556088613165411	2629289600725876015648405560886131654118
23052147599430580	2305214759943058006652042710117125674185
230651626797447118579515	2306516267974471185795150657386850408822
numbskull	numbskull
18118	1811824937995404770083693488892209638142
4512722373788612605816566805371439	4512722373788612605816566805371439612788
15372784	1537278435539862440158564886921016447816
4819902253	4819902253990223159133881458514872251265
confi	confiscation
9606978693335973	9606978693335973109537126499416282656463
27678818067628650978085718262117003140	2767881806762865097808571826211700314000
709679393546363964481390257117	7096793935463639644813902571176805779975
confe	confessor
056688376964229825501195065837843125	0566883769642298255011950658378431252321
97209106605	9720910660510554093373195488840644408028
establishme	establishments
ingra	ingratitude
6226541410	6226541410672464872161743513173976971222
85205972638592249347636	8520597263859224934763623122188113706307
664159549	6641595493886838364118914304437677154980
ingre	ingress
7683698647741787180202729412982310888796	7683698647741787180202729412982310888796
5642971133418149721807804046507	5642971133418149721807804046507765720445
52343026808	5234302680814869781648243493534568558436
0059837648270	0059837648270333985942009858235140017950
486540348895540	4865403488955400210765171630884759704098
confu	confusion
woodwor	woodwork
811503715284967059741625628236092168075	8115037152849670597416256282360921680751
063093061019303182326666420628155	0630930610193031823266664206281551296476
renders	renders
165129666367644518724	1651296663676445187246565373040244368414
68432	6843230694302417490297311819511329357468
lith	lithe
broadway	broadway
7264685264869	7264685264869172948414153004604004299585
0222338349090	0222338349090667655416833690795940940457
839814	8398144845855803277997327929143195789110
satisfacti	satisfactions
99390496682	9939049668221127681583165112468664511673
0476703386641002	0476703386641002527727680088638326662948
17925229941744785518999509	1792522994174478551899950989599998774109
litt	littler
720593553052070070607	7205935530520700706072233999463990571311
290897196552782457702830853217337415	2908971965527824577028308532173374159393
mightes	mightest
82560092739776	8256009273977667585642598378587497776669
651845913143794649408627214966971910	6518459131437946494086272149669719100359
86615044747872616424997667148138	8661504474787261642499766714813830539479
76974774451947043836	7697477445194704383673960007657862824547
paj	pajamas
dbase	dbase
pan	pantomime
confron	confronts
951401461782018107341	9514014617820181073410056546670823685431
par	party
pav	paving
invitation	invitation
14487244138138497637971	1448724413813849763797102676020845531824
092662	0926621322927364971865395286656753857211
wiry	wiry
inquired	inquired
1182296089639405	1182296089639405538043193939845397086441
wire	wireless
486054	4860549798023204004722368735574118581327
94705	94705
paramount	paramount
32388770799969864137227552631764966288	3238877079996986413722755263176496628824
manacle	manacled
6218004904795597959290591655470505777	6218004904795597959290591655470505777514
65100202654371260046641935546165	6510020265437126004664193554616583894595
70776	7077635559869284901628768699628053790181
0128170543	0128170543067985261868949895004918275008
1565980816946116793744256632446567996063	1565980816946116793744256632446567996063
5468626	5468626788523300449677955807616618018336
straddle	straddled
04346280948882887121019	0434628094888288712101968642736370461639
straddli	straddling
571133728684020557441	5711337286840205574416030837052312242587
940309048634960534	9403090486349605340549312999194960879579
969199545300952644398446384346598830	9691995453009526443984463843465988304182
4349099449420750	4349099449420750911108532138744823216151
80100	8010067948926855360944990373928383520627
409421321300206	4094213213002061645408219861380994627212
44716551	4471655166126749307993747057729305217504
393806	3938062140077792563376193730520256993190
06120	0612033376286953379243954715539421312102
concr	concrete
70937677056009306353645510913481	7093767705600930635364551091348162737820
5517922669260631327498272520906329003	5517922669260631327498272520906329003279
viewpoin	viewpoint
0489585	0489585867174798546677575732056812884592
561657301854049217477162051	5616573018540492174771620516784865079135
5819468660	5819468660587092144653716755655531962091
1898635282709231304	1898635282709231304708921568475820775303
inquisitivene	inquisitiveness
70787	7078756311761074642883559391598542167311
wits	wits
administere	administered
9518138014471681728499679306181417	9518138014471681728499679306181417713191
74410935	7441093521532790681603205421596795906641
fortitud	fortitude
143617891415191517976537848	1436178914151915179765378482826870187500
24715366811456665969597	2471536681145666596959735075972188416698
pdi	pdial
218371360597180259408	2183713605971802594087061553471310448227
service	services
witc	witchery
101212	1012124434092813146597602213604162230311
servici	servicing
30209941521522	3020994152152288611175126686173051956249
86592809513150501260291956257603	8659280951315050126029195625760329325128
pdq	pdqfan
184365971435833487560274054001655	1843659714358334875602740540016557117830
873106318111989880289722849	8731063181119898802897228497905510751484
utilitie	utilities
peb	pebbles
_obtaine	_obtained
296424375787129294	2964243757871292943936617736283013659587
4694359374081585364819125280049207240421	4694359374081585364819125280049207240421
despoile	despoiled
pen	penury
924476146066	9244761460668082264800168477411853742345
ribbons	ribbons
per	perverts
3627209095655	3627209095655008464866053689754984789958
inglo	inglorious
wight	wight
sideste	sidestepped
5704339055	5704339055357016865312052649561485724925
70849058015	7084905801515382053383265112895049385664
37832422	3783242292418562564425502267215598027401
womanfull	womanfully
26292896007258760156484055	2629289600725876015648405560886131654118
91538576377	9153857637791109557080006001435799563518
076849558328819	0768495583288190293564201219633684854080
promontory	promontory
44145343803375971738477	4414534380337597173847772320520653010378
falkland	falkland
draught	draughts
405616668676644028682	4056166686766440286821160729483030523646
connipt	conniption
wive	wives
35188137463887104	3518813746388710427354476762357793399397
schultz	schultz
7612288534739318	7612288534739318960081096520209015110457
kinde	kindest
489985	4899850763163066805026711594463629352512
0182766336227978104546331131	0182766336227978104546331131294044833570
79083418871606214	7908341887160621443001453327502971510467
58399417117552092082015109650952	5839941711755209208201510965095266851138
wiza	wizard
97293290682720464765036696976522	9729329068272046476503669697652276736454
pgl	pglaf
1898635282709231304708921568	1898635282709231304708921568475820775303
7488847646220303256377511	7488847646220303256377511125340600879369
3830943399938338801883955382154037	3830943399938338801883955382154037144739
85958532036455905642297166799003222	8595853203645590564229716679900322284081
084535803974027779507205189	0845358039740277795072051893487170722955
1244284176256230139538669970308943645907	1244284176256230139538669970308943645907
98022669404564218132862451754965214	9802266940456421813286245175496521472216
861151591568372524163077225440633787593	8611515915683725241630772254406337875931
511552	5115521246889358732898783362678193617640
pha	phasis
31160	3116083027511943848238615528524650103294
phe	phenomena
57723484200773560216569	5772348420077356021656909077097264985642
6530166683167802698	6530166683167802698738607554237482985482
denounce	denounces
phi	philpot
0982514244526251595251487527380563	0982514244526251595251487527380563315096
songstre	songstress
016544959	0165449593807506342852930531311279659452
6747491801634566788881078210	6747491801634566788881078210115182631487
34603776872923	3460377687292360013865695939523007680913
phy	physique
248859487	2488594873689907351216611839787734271587
tempe	tempestuous
rowed	rowed
591235850492830288329344892845913736216	5912358504928302883293448928459137362162
7455188933	7455188933851817916675790542104210363493
6693134575284011	6693134575284011873746854691620648991164
096028594158097	0960285941580971991342931329514592437363
9341570570863450733443976604780386678461	9341570570863450733443976604780386678461
385208650815	3852086508154491350136491698639048125666
felicitousl	felicitously
746202947	7462029476611600443555160473504429212791
pin	piny
hereabout	hereabouts
30639751837209975339055095883623	3063975183720997533905509588362364281449
pir	pirates
34603776872923600	3460377687292360013865695939523007680913
901665867067714568862793	9016658670677145688627933431535135056882
823575357287423664	8235753572874236648294604770429166438403
20898374091	2089837409178853441752306471503027839797
kingl	kingly
incontrovert	incontrovertibly
5385701	5385701687022026202746786479166440307290
079627	0796274613553444251474542365466275225262
evia	evian
49432869177701901289	4943286917770190128914220188747760484939
5415163381388912588517924237	5415163381388912588517924237727229603497
87794671	8779467131210427633808726957386093146315
325744668202594306188017730911092	3257446682025943061880177309110921274113
306886830584650808288661411197913882	3068868305846508082886614111979138822898
kingd	kingdoms
4021962955724793298713285247	4021962955724793298713285247999463893892
34603776872923600138656959395230076809	3460377687292360013865695939523007680913
4299136575024601278	4299136575024601278751411794490130580345
10380368	1038036899144538148456268260400345679824
bygones	bygones
68236993576687234622196413225160762611	6823699357668723462219641322516076261161
7726722440052684019965333341840043455252	7726722440052684019965333341840043455252
unade	unadept
wailing	wailing
393806214007779256337619373052025699	3938062140077792563376193730520256993190
57089748930487	5708974893048753897955544443791303790422
32466	3246608428753518483649591950828883232065
8166521374	8166521374717325477727783488774366518828
419191991145318254	4191919911453182543906294573298686613524
7872389640431453641905411015143717737	7872389640431453641905411015143717737977
770417189861068739696552126715468895703	7704171898610687396965521267154688957035
31139	3113981109283158321693156386745974744958
036389313136432713768884	0363893131364327137688841026811219891275
54762694528780516	5476269452878051650172067478541788798227
9513957	9513957564191226851559624762032820387263
buttons	buttons
pla	plaything
754042059114649308882190502488576	7540420591146493088821905024885764575208
ple	plethora
175696985440133976220967494541854	1756969854401339762209674945418540711844
471901619633546770714	4719016196335467707140905908269542251964
642619597390455450680695232850751	6426195973904554506806952328507518687194
osten	ostentatiously
pli	plighted
078314	0783145775891280203970053633193821100095
833093070377506876977	8330930703775068769774858403241324746437
627178540788984953343291003159856739	6271785407889849533432910031598567393230
78076736379	7807673637928867677811705205343677057315
49093738093339407445570084209015590	4909373809333940744557008420901559038534
plu	pluto
distaste	distasteful
expatiate	expatiated
ply	ply
expatiati	expatiating
vessels	vessels
5560955351079987185041352121321534	5560955351079987185041352121321534713770
0794880331410992499071132416945	0794880331410992499071132416945042413912
pmb	pmb
2814149740069179421	2814149740069179421928888171391162839102
484666132799	4846661327990825430544929552859493279381
conva	convalescence
4090352577345938248232	4090352577345938248232053055567238095022
6306699896632888532682145204	6306699896632888532682145204083110738032
convi	convincing
bespangled	bespangled
conve	conveys
741749208754106455	7417492087541064556959508967969794980679
moiling	moiling
808226379570067553935758080863189	8082263795700675539357580808631893207586
643394	6433946990162698351607848924514058940946
992820181576427054962	9928201815764270549629974019008374934449
condescende	condescended
7565800211928270391042391966426911	7565800211928270391042391966426911155333
7252126542502898612259306484105898	7252126542502898612259306484105898847129
79083	7908341887160621443001453327502971510467
417650663621690592802151642919848407	4176506636216905928021516429198484077446
8870712275	8870712275670333173939262509073556164513
moonlig	moonlight
188787	1887879542641820145369659962842686882363
7857147002	7857147002108731469325455792313475724364
163455971944419943446247611238446176157	1634559719444199434462476112384461761573
708285941747511	7082859417475114926179367379999220181789
7975129633326675259272351611791836777128	7975129633326675259272351611791836777128
7906519612917777354183694	7906519612917777354183694676232982904981
bravely	bravely
785681411438021523876706455063233067233	7856814114380215238767064550632330672339
0680253981841	0680253981841892988894303822476618640585
5045030	5045030043150967985881118969505373356710
susquehann	susquehanna
464609	4646099819257616235478710913832967563761
pod	pod
3239929026	3239929026853924998123670914216134887815
viewles	viewless
4487274038373338198523588420284	4487274038373338198523588420284015098157
9402	94025
813160	8131609096480280123449337242786693089482
5238285	5238285842359535646151854481657999664606
814491	8144912692535076821109873835219750773665
pol	polyneices
6317570430114850873840485918501572643921	6317570430114850873840485918501572643921
pop	popup
968752834051690697419	9687528340516906974194257614673978110715
assemblag	assemblages
54556287072996840738293721862383	5455628707299684073829372186238317665247
3422447765584177886171	3422447765584177886171737265462085498294
392101519323510139011778999	3921015193235101390117789997483527186469
freem	freemen
pot	pots
pox	pox
scripture	scripture
scriptura	scripturally
32574466	3257446682025943061880177309110921274113
abstaine	abstained
whizzin	whizzing
196112357	1961123571888111507236073031585066225745
convu	convulsive
0075945462815492355060864815579	0075945462815492355060864815579289619696
diffide	diffident
realisa	realisation
3373266871675946715392611950649	3373266871675946715392611950649224725627
3623146700931176133132018631158730886	3623146700931176133132018631158730886798
diligenc	diligences
clenc	clenched
realise	realise
729570351923876864055442781341698	7295703519238768640554427813416980724938
pecul	peculiarly
234404	2344049394502115428867244188717409524554
39058102941160049869	3905810294116004986993077514285130212862
irretrieva	irretrievably
6931962642014042788365702610390456	6931962642014042788365702610390456105151
858274036965	8582740369655329362236090572479794734434
421425610718	4214256107189684662633587441497697392156
5085915	5085915126581214382337107294914808847235
5755129889483479742332285450414052735423	5755129889483479742332285450414052735423
112558845372906322442322228713912	1125588453729063224423222287139122012248
813462854618972861502077437452953953	8134628546189728615020774374529539536929
45004305	4500430562136991850941034609601030543816
6999529251250673688233852648213	6999529251250673688233852648213896986384
74170353754200369876060876550010934	7417035375420036987606087655001093452990
6875292113593222026568185641826	6875292113593222026568185641826082753879
fredd	freddy
interposi	interposition
3785326601858425	3785326601858425689141091944645661626677
switzerlan	switzerland
1004309	1004309023571363689261949376360267364587
95805912376125120301098386784119572588	9580591237612512030109838678411957258877
interpose	interposed
cramping	cramping
952036335619947691937	9520363356199476919379650650168087102507
279714664767603284713329855019456897	2797146647676032847133298550194568977275
415811713	4158117135329203587316416883910799400067
9417	9417954717909558012013421017515093149166
35080486339	3508048633935552384057355808637187635302
8982817256904841843260619	8982817256904841843260619462542766936889
52586977170236680033862505764938088	5258697717023668003386250576493808874099
85056850623094155206877987539740658484	8505685062309415520687798753974065848425
27221031327444754083319215135	2722103132744475408331921513593452696139
uncomfortable	uncomfortable
276788180676286509780857182621170031	2767881806762865097808571826211700314000
pro	proximity
601219924939173512214	6012199249391735122145336707913500607486
grindstone	grindstone
reyna	reynard
16610802773798	1661080277379848576543481249822444235828
190115738341	1901157383418793070215408914993488416750
nomin	nominally
39011394331668151582	3901139433166815158288436876069611025051
ramad	ramadan
016984205580403	0169842055804033637953764520304024322566
mosqu	mosquitoes
930457883128541747079059795	9304578831285417470790597959094316277223
9446	944604
8115	8115037152849670597416256282360921680751
0948624826169448020179174822308583500786	0948624826169448020179174822308583500786
31090	3109049789985951087311262061301875710864
03016342294301837655263108450	0301634229430183765526310845017251030754
025395087323	0253950873238877935740978128818700082994
507558396689675783643166	5075583966896757836431661836930762560352
258598599123843993575573285028	2585985991238439935755732850286131559703
bravest	bravest
retired	retired
conto	contortions
760173385884376314414811356169303	7601733858843763144148113561693030468420
8108	8108017936807080830518996468540836412752
heavenl	heavenly
pipes	pipes
5238285842359535646151854481657999664606	5238285842359535646151854481657999664606
254236606774500413415794312	2542366067745004134157943121125012752322
2327269503283827391243828198170871	2327269503283827391243828198170871168108
9453	9453403245984236934627060242579432563660
23272695032838273912438	2327269503283827391243828198170871168108
notwithstanding	notwithstanding
9457	9457621775034511770110458001291255925462
0982514244	0982514244526251595251487527380563315096
blatherskites	blatherskites
2276657552106636718796032175271844046	2276657552106636718796032175271844046515
9453403245984236	9453403245984236934627060242579432563660
90460077284086221474754	9046007728408622147475476532215055181164
6244371655327502287978025986	6244371655327502287978025986909811112265
8886549500	8886549500270853923617105502131147413744
pub	publishing
puf	puffs
9468	9468635333917587374465520060088199752940
25423660677450041341579	2542366067745004134157943121125012752322
pun	punk
04045983008943565	0404598300894356595426725687971491870344
1314503438573403257954970781938528569	1314503438573403257954970781938528569992
0447571577114108095805814120895	0447571577114108095805814120895605947166
1047199102756235864534174863172	1047199102756235864534174863172655639132
pur	purveying
32574466820259430618801773091109	3257446682025943061880177309110921274113
540980261	5409802610781691689418764353363449482900
9460	9460352913325942794904337299085731580290
79014	7901485158395404442839883817975112453555
puz	puzzling
73343366384756590949728221809418684074	7334336638475659094972822180941868407423
614436956469090951	6144369564690909518788574398821730583884
conni	connived
sophi	sophisticated
conne	connexions
9290684475779825179556975823508437174610	9290684475779825179556975823508437174610
790148515839540444283988381	7901485158395404442839883817975112453555
0794880331410992499071132416945042	0794880331410992499071132416945042413912
8144	8144912692535076821109873835219750773665
31560210000438695105837737797	3156021000043869510583773779766003460887
82649	8264951943804240543255345965248373785310
960575205319259484767939748641412887947	9605752053192594847679397486414128879475
61929819713991475644882626039033814418	6192981971399147564488262603903381441823
44243710753907774499206955	4424371075390777449920695517027618386062
221281041904480472479	2212810419044804724794929134228495197002
lapse	lapse
eyelashes	eyelashes
81321	8132104845187845162306239118780246040508
06813637815296461596326069874	0681363781529646159632606987449611053683
7667144727314254467923500524618849237	7667144727314254467923500524618849237455
6317570430114850	6317570430114850873840485918501572643921
7115978345835117	7115978345835117316820412964596707063330
40095899481093979832311088387692364902	4009589948109397983231108838769236490221
uncomfortably	uncomfortably
325242941353486	3252429413534869938465813717585761433095
190115738341879	1901157383418793070215408914993488416750
4632237020715331348870831	4632237020715331348870831741465914924063
524082850120190831	5240828501201908310786780670618511457409
81358	8135867117352364964121058854934496645898
263837983676681	2638379836766815918358904965216372649296
817025820441298	8170258204412985376049982789902008349838
41919199114531825439062	4191919911453182543906294573298686613524
22115914850593877067906870135	2211591485059387706790687013510298622075
342244	3422447765584177886171737265462085498294
771556887472884518381060690380	7715568874728845183810606903802652831827
tabb	tabby
32007093287091	3200709328709127443747047230696977209310
924476146066808226480	9244761460668082264800168477411853742345
88188651491693	8818865149169302451512835579818112344900
6000274250272245157	6000274250272245157090630449636923093838
132583428715240835661522165574998431	1325834287152408356615221655749984312362
3771705474725026941732982890400239372879	3771705474725026941732982890400239372879
oste	ostentatiously
8166	8166521374717325477727783488774366518828
668610	6686109943830499604374073231957844732548
muddy	muddy
68802722052338600372842903155828454593	6880272205233860037284290315582845459385
0061488325	0061488325454528199082562388058720428439
64503337	6450333733139422384778582717195412347860
9493	9493128666534650337288463906499684606447
08735	0873576261006923021359580838145290642217
causatio	causation
83401948293279575062439964	8340194829327957506243996452725786244003
48209918182452244931207776825083	4820991818245224493120777682508307682823
7166448069	7166448069815483764491573900121217041547
4456548526356617201975	4456548526356617201975630015800497902234
deserting	deserting
66895899181530825761606	6689589918153082576160659184376050505170
mostl	mostly
86595262844	8659526284482537313536981625173519301153
447325437310020627384668123516910	4473254373100206273846681235169101635925
hyperte	hypertext
94686	9468635333917587374465520060088199752940
17236881260038090205857199308555731	1723688126003809020585719930855573100508
318648075608367955149663644896559294	3186480756083679551496636448965592948187
megabytes	megabytes
ploughshar	ploughshare
pyr	pyrenees
desolated	desolated
153563347177566439212573	1535633471775664392125733993165330324425
gande	gander
223438854123179481388550075689	2234388541231794813885500756893811249353
8173	8173394627476446568589009362661233111529
unworthily	unworthily
874145	8741459246461740473527525050678399227312
major	majority
858427872190232598107834593970738225147	8584278721902325981078345939707382251471
fundr	fundraising
conje	conjectures
44251777292381439623304372403	4425177729238143962330437240360326031814
619298197139914756448826260390	6192981971399147564488262603903381441823
90460077284	9046007728408622147475476532215055181164
166406170813160207821334126035685201	1664061708131602078213341260356852013161
whither	whither
135278369511778838638744396625	1352783695117788386387443966253224985065
8188	8188440578002884401812903137865379486961
tack	tackled
bakin	baking
80132522447824695791	8013252244782469579132518921226530560858
pedes	pedestrian
16609988364791756331767258565235910695	1660998836479175633176725856523591069520
lovingl	lovingly
59585183934913823408842743124	5958518393491382340884274312419099152870
05478549546202632566768132624359	0547854954620263256676813262435925020249
5014806723297965223048849375116	5014806723297965223048849375116608497611
8180	8180895021553100673598184430429105288459
56776280233465658543512	5677628023346565854351219361896876831439
723341455005903913890253699317155917179	7233414550059039138902536993171559171798
42700552744683591518403733093735804943	4270055274468359151840373309373580494342
44163370665731502	4416337066573150237126843581984154103154
0287529864161287496473708235188	0287529864161287496473708235188892189612
sanctuar	sanctuary
47907615321038727557126992518275687	4790761532103872755712699251827568798930
827253037	8272530373483689191184719713375308844677
substitution	substitution
8199	8199775133263932215794782124933070511073
53679465489337526032290627763	5367946548933752603229062776319833379768
inducem	inducements
39073867083298691	3907386708329869107809349582888870711065
8195	8195463942431669050083984398993036790655
performanc	performances
18559669048559467607968190	1855966904855946760796819016726663465018
36903210319768981120555953	3690321031976898112055595369465424704173
332421030021846058858695441850	3324210300218460588586954418502977463085
grieves	grieves
ghast	ghastly
782678538721592093625581788981341624748	7826785387215920936255817889813416247486
10585671	1058567196636796167140097031535132386972
80063	8006330593207758971755899258621954620964
634644477006	6346444770067871310668324178715562817791
55464624399535391743228225433267174	5546462439953539174322822543326717430849
41007587514908295822756919350542184106	4100758751490829582275691935054218410644
632599158164499361455172	6325991581644993614551724520570204430937
clear	clearness
conju	conjured
clean	cleanse
79065	7906519612917777354183694676232982904981
94693	9469369473222716707489728504641953929664
1188904172457053747075555058	1188904172457053747075555058163283168724
marking	marking
cleav	cleaving
82125980550	8212598055075485123231333130062149004270
9907582801661112006314541131514410887	9907582801661112006314541131514410887576
03865067866933962365355564791025085292	0386506786693396236535556479102508529284
00598376482703339859420	0059837648270333985942009858235140017950
028752986416128749647370823	0287529864161287496473708235188892189612
583041225860805074041091	5830412258608050740410916678539569261234
5546462439953539174322822543	5546462439953539174322822543326717430849
15659808169461167	1565980816946116793744256632446567996063
1188904	1188904172457053747075555058163283168724
96643622472364489864	9664362247236448986489768571001736435473
94686353339	9468635333917587374465520060088199752940
86360606	8636060645845925126994655724839186564209
19584	1958461065596332728348560957030557250249
899658937477287	8996589374772875139337710556980245575743
safer	safer
supercomputing	supercomputing
58675365754	5867536575448614076119311259585126557597
6654535240882872675377591970745	6654535240882872675377591970745262863228
brushed	brushed
6887390206902794534382	6887390206902794534382369305311334409013
simplifi	simplified
672971981121053141258	6729719811210531412589816510012074268814
vivacity	vivacity
98663995	9866399561717108991180985119761648649923
32561	3256149527442435847530111503451037376882
70828	7082859417475114926179367379999220181789
6676813962114438916324032	6676813962114438916324032357415737737879
selectin	selecting
loyal	loyalty
steadfas	steadfastly
177252256826114	1772522568261147801424289697096712196750
6562903551178399	6562903551178399440709617725671649197901
663483835896703409115513087820138723	6634838358967034091155130878201387234947
0681363	0681363781529646159632606987449611053683
tags	tags
route	routed
7110220353727166112304857340460	7110220353727166112304857340460879272501
routi	routing
803748835436	8037488354360663299436899730090925177601
12037847504	1203784750417081752273735270989343717167
tagg	tagged
5996186972975658897874108218942233734454	5996186972975658897874108218942233734454
719228228304516911136	7192282283045169111363652774517975842147
1072224659040085537982352538851716	1072224659040085537982352538851716235182
516734813647244	5167348136472449021275252555647623248505
roust	rousted
45575975202624	4557597520262477124279622598327840583358
04459626327934637721151028	0445962632793463772115102854547231288003
8981567320330271292842412196	8981567320330271292842412196519363037344
45857	4585748228606859593502657405750939203135
withhel	withheld
66788190208559570811185383616612884872	6678819020855957081118538361661288487295
intellege	intellegently
nightrob	nightrobe
absor	absorption
4849644534	4849644534346121292249647323561263219511
09057693404	0905769340490614617660709438011091544326
58355252015752392808264	5835525201575239280826462555785658190226
_do_	_do_
0860845270842392865259	0860845270842392865259753614629003778016
0540070356131026	0540070356131026040514507932592579822740
34115819346183366921695736050815	3411581934618336692169573605081585080837
compassionat	compassionated
everlastin	everlasting
91615514777630187630	9161551477763018763021360688252962744602
6458521877444210090	6458521877444210090009091618981941345630
committing	committing
947401862259881498	9474018622598814985466073778769878154236
4554303052745	4554303052745615129612145859444321507490
bibliograp	bibliography
882207379292140954871795	8822073792921409548717956947854414951731
780767	7807673637928867677811705205343677057315
2945234880	2945234880983414766455593422094020597334
